mensagem,odio
único q feminino copa mundo passar vergonha,0
bolsonaro trabalhar ficar triste link,1
vsfd conversar yara smp terminar gnt refletir triste,1
crl rimar cm maluco pqp rir kkkkkkkkkkkk,0
livrinho cabeceira passar pano branco pra político,0
orrivis,0
amer meme pq lembrar mto amiga psicologia link,0
acabar ler livro Cavaco recomendar,0
deus cu q Maria Jlia n ouvir diferente q estressar t escrever,1
otimista,0
rt erick pegar celular 1000 entregar agr grt fdp,0
rt eis voce assistencia casa procurar prazer dotado,0
jaguara q tirar foro ir caçar puta nojent ai q ódio,1
hj ver perguntar p TT funcionar promoção Dona Morangorespondendo funcionar,0
carta capital revistinha banca Sórdida,0
pessoal pedir meia Gusttavo responder tirar meia pense pé feio puta parir,1
ñ argumento debate idéia tentar desqualificar oponente calúnia difamaçõesEssa arma d,1
começar metrô q encerrar meio noite,0
ir respeitar argentino merecer respeito conhecer próprio história saber fazer,1
cura né 30min chá rum curar cara feio kkkkkkkkkk,1
cara inacreditável triste conseguir sentir cheiro ingresso esgotar,1
saudade cantar islão todasmas principalmente cris nocas dia tixo rafa,0
ser embalar fé ânimo força sonho acontecer entrave sorriso esperança ir frente plano faça enxergar mundo cor luz,0
massa,1
Trump futebol reeleger começar construção Muro 2a Circular Benfica prepare guito,0
Mó cara cu mulher ficar,1
fanfic homem tar fazer enlouquecer,0
nojo homem,0
Toma distrair,0
ver roxxxxtinho prin imaginar falar igual marginal kkkkkkk,0
verdadeiro rosto fome Portugal,0
pq nao falar igual pessoa normal interagir igual pessoa normal cerebro funcionar normal,1
caralho mulher gata mano nao lidar,1
bruna Marquezine hipnotizante link,0
ACABAR COMUNISTAS MENTIROSOS INFILTRADOS GOVERNO vc Molon passar VAGABUNDO CANALHA PARASITA COMUNISTA INIMIGO BRASIL,0
prender congressista saquear país esconder lei beneficiar,1
to tentar marcar corte cabelo 80 real SP Alguma poc indicar algum pedir biscoito desculpa cabelo cortar tbm,0
apple ser investigar França programar produto forçar comprador trocar aparelho frequência link,0
RS dar orgulho vezinha vida tar difícil parabéns professor,1
sotaquezinho Mingyu falar inglês fofo pqp im so tired im so tired im so tired,0
Bolsonaro presidente,0
comeste bosta Gleice Kkkkkkkkk,1
pocah razão libido mané mulher hetero ficar atiçado mina DEUSA CARALHO,1
perante humor haver sorriso aprovor ofensa fácil,0
conheçar Grammeowster Chef mestre culinário Seliana antigo mentor Meowscular Chef Astera coisa aprender Monster Hunter World Iceborne chegar 6 setembro,0
dizer Forças Armadas FECHAREM Congresso Nacional Corrupto NAÇÃO condenado Venezualizacao Seremos Republiqueta bolivariano,0
ódio site show dream pra matar,0
consiger dormir alguém ligar kkkkkkkkkkkkkkk fuder,1
Carla nepotismo cruzar crime,0
ouvir racional manhã vontade viver força ódio,0
q hackear tt escrever querer morrer,0
oi t lindo fixado,0
1100 300 vale alimentação,0
Reinaldo Azevedo lavajato queda PT passar atacar moro chamar ditador,0
treino fazer,0
estar ônibus trânsito infernal,0
rt amém laura prepon,0
rt mano tomar cu velho,1
kkkkkkkkkkkkkkkkkkkk ata confiar tomar cu aprendizado kkkkkkkk,1
pra ta precisar grana QUIZE jogo valer dinheiro vc acertar 15 pergunta cadastrar usar referência gabrielfgobbi pra ganhar vida extra jogo rodada hoje tar valer 1250 REAIS dividir ganhar,0
Corinthians político porra respeitar clube filho puta,1
QuemDATA FOLHA Kkkkkk,0
rt odeio barba mane pqp,0
Base Militar Andrews Ministro Shinzo hoje,0
vizinho to jogar domin chegar t vontade,0
rt caralho pensar ser Willa deus gato idêntico gato,1
meudeu querer deitar cama simplesmente ficar gripado paz,0
escola professor matemática torcer nariz resto receber mundo fazer ajudar filho caro gente,1
puta parir amer pessoa criar queijo,1
caralho cabelo lindo dms,1
Vamo invadir Hilux ae,0
vergonha tratar País Bolsonaro,0
so qro resolver pra entender pq nmrlr,0
nojo votar jegueeeeeeeahhh vc votar FODA_SE pra vc,0
perder oportunidade xingar novato lixo,1
graça algum perguntar q faça criança velho perder vergonha cara ridicular,0
Desanimador difícil acreditar Brasil bom,0
ter pronto socorro lotar pqp q ódio,0
nao aguento dormir gjeito yoma cu,1
domi tar tristinha né ódio link,0
hoje pai dia ter tml tweet romantizar 2k rts 5k favs,0
rt gente desculpem sulista tar,1
dia 14 fzr 5 q acabar ensino medio mudar q pqp,0
q cara,0
tomar cu,1
Benedita vc representar,0
hahahahah olhar viver mimimi acusar mimi hahahahah,0
moral lixo,1
fufa qd bi,0
total esperar Fred saiba meter pé pra faca costa palito valer,1
islão significar submissão,0
esperar ar melhor fdp racista fácil justo violência resolver,0
q odio vocêssss,0
0308 125210 Matheus posta 0308 125220 Matheus denunciar manda pra casa caralho 0308 125232 Matheus mina inveja macho conseguir comer recalque,1
fazer fdp,0
aguardando ansioso entrevista,0
entrevista censura OABSP,0
Festival maconha,0
ir chorar igual desgraçada hj,0
decidir oq fakenews ódio,0
rt ai gente hora chegar deus querer,1
rt cariocaflamenguista ficor puta parir,1
pra otário q votar em ele,1
natural transar c mulher rua porra levar filho tb hipócrita,1
rolar trocar prefiro claro,1
rt ideia feliz,0
mau pt vc vomitar encostar canto deixar mundo ficar EEEEEE CARAIO LEVANTA CABEÇA DELAA MANOOO MORRE VAAAMO CHAMA SAMU PEGA ÁGUAAAA VAMOS INTERNA,1
ir coringar livro cefalometria,0
intrometido falar,0
sala viar sapatão engraçado mundo,1
coisa vida preciso manter mente ocupar distrair td pensar dms começar chorar,0
Kkkkk tar,0
deixar bicha kkkkkkkkk,1
nois ter emprego ficar mandar email empresarial dia pqp,0
im gringo,0
absurdo Deus Homem nojento,1
manar porra d Pinterest ta palhaçada comiho hora lixo travar aberraçao caralho tomar cu,1
pq nenhum site hawai força especiaalll aaaaaaaa,0
vc eh,0
7 PICA ALEMÃO,0
Perdedores,0
obeso fia puta,1
tática golpista bolsonaro morrer mostrar cagão 7 setembro mau esconder vampir mafioso pra articular pedido desculpa pro censurador energúmeno velho ladrão adiantar ficar reclamar aceitar,1
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vsf,0
Malcom confirmar Zenit detalhe diferena Bordeaux ganhar projeo dar belo passo ir pra Roma Pintou Barcelona surpreendente oferecer degrau acima Acabar firmar pra Rssia jogador,1
rt to acreditar pqp kkkkkkkk mt ruim coração p envolver criança mano,1
governo golpista,0
rt vamo escrever código pr menina descobrir gente tar falar hurrrr durrrr,1
Manda vagabundo volta pra cadeia,1
matéria merdo fofoco,0
rt cadêr dinheiro vc caloteiro fdp,0
Bolsonaro entender economia,0
rt precisei jogar mundial pra ganhar mundo amar princesa,0
maravilhoso,0
Terrível Acabo descobrir Obama grampear telefone Trump Tower vitória encontrar,0
frio caraio,0
kkkkkkkkkkkk Vtnc rapa,0
achar Movimento Negro realmente ter humildade seriedade movimento MÍNIMO,0
foco resistência antifranga moderno culhão,0
sol força pra pra laje,0
mulher foda ninguém eu 70 mensagem zap face instagrar snap tt entender,1
reputation estar tornar álbum favorito taylor principalmente getaway car começar sentido pra eu,1
alguém quebrar pau pra deixar doido,1
cara sorrir sinistro coringa dar errar,1
nubank deixar mão hr,0
chita né Opssss chato,0
justiça ser fazer,0
rt criar criança participação pai pesar mto tiro sobrinho,0
foder noiar,1
Bene,0
esquerdista mentiroso saia de aí demitir libertar comunista marinho,1
amiguinho reduza alfafa dieta estudar história folha apoiar golpe militar Collor impeachment Paulo Guedes jamais dar espaço liderança comunista autêntico ser quintacoluna xone baruel link,1
feio pra caralhoooo,1
método photoshop mudar cor camisa mudar camisa,0
sdds monstro,0
amigo camar achar brechó massar brechó raiz bluso 5 minion n brechós gourmet instagram cobrar 70 pessoa pagar 3x,1
indivíduo respeito filho lição moral,0
pena cair ficha mina coitar,1
adorar menina gatissima colocar close friends,1
pensar link,0
internet Feministase cia infiltrar órgão Justiça buscar combater crescente censura vio justiça,0
dar,0
Rafaela vivia falar irmã gordo prima estar época pesar 57 kg viver jogar cara tar magro filho hoje peso Ana achar feia,0
último temporada Black Mirror tá graça episódio Smithereens favorito série destruir emocionalmente real futuro acontecer gente achar taoquei,1
bando desgraçado Brasil ser Venezuela ser algum banir fdp,0
absurdo encareceramse combustível aumentar ganho capitalista Brasil entrar rota inflação durante desgoverno bolsonaro,1
mano ir jogar verde p sogra tirar ligue p eu kkkkk rolar,1
q confiança acabar,0
achar q criar tempestade copo dágua esquerda falar inventar mentira governo achar q aii chamar atenção raiva porq perder cargo mandar vacilar pRESIDENTE,1
precipitar burro,1
acidente feio so,1
SEMPRErsrs ANJOS BONZINHOS IDEALIZA ALIÁS MATAM CURAM SALVAM OBEDEC,0
aceitar ir boicote globo colocar 71 pessoa ir assistir nenhum partida,1
capacidade conter CRIMINOSOS ir legalizar droga pesar absurdo total VAG,1
gaucho pelotudo bo,0
jornalista,0
hoje hoje fuga vencer Marchi magnus cort derek gee pegar link,0
campanha pra Argentina tb gado de ele votar,0
macho academia pedir p revesar aparelho ensopar máquina suor desisti nojo odio ver,0
arrepiar,0
atrapalhado beneficiar bandido proteger rabo ser bandido,1
vsf vo silenciar praga kkkkk,0
Kkkkkkk pior outro mitei,0
ciume ficante tempo,0
kkkkkkkkkkkkkkk entendir puta merda,1
falar tá falado pronto,0
segurar barra chato familia jogar verdade cara mundo,0
inveja Bglh Foda né falar próprio torcida ngm pq n né kkkkk,0
plantar comunismo eu,0
dormir lari,1
pedir desculpa voltar direção certo,0
semana aula saber ir dividir estudar votar pra caralho,1
dia começar 100 topzera,0
fonte instituto tirar cu,1
senhor q vergonha amnésia agr pra resolver,0
conversar Michele proximo att falar ninguém junto necessário concordar dizer respeito ngm chanlix kkkkkkkk q odiar ir mmt,0
,0
sair pra casa chorar q ódio,0
rt foder Mlhr tabaco,1
ta frio fuder la ir escolher roupa pro chá bebê Annalu,0
plano simples pobre merda classe médio precisar ficar pobre ahhhh continuar,1
q helo,0
amar kkkkk cresci ver pai ação,0
Mano tbm,1
colorir fanfic lindo mostrar mundo olho personagem intenso belo ler colorir,0
mano odeior moral kkkkkkkkkkkkkkkkkkk,0
achar argumento so alavanca idéia perseguir verdade presidente familia diminuir comentário continuar focar ser fazer,0
preciso assistir,0
sustente ideia,0
Bando filho puta rapa morrer ficar cara porra,1
sereia gordo fantasia representatividade importar,0
q ruim q ter negro lgbt,1
época diferente 1 gestão Lula boom econômico chinês crescer 14 ano Brasil crescer 4 país crescer absurdo verdade perder potencial pra crescer verdade época ficar trás bolsonaro guerra pandemia comparar,1
dudu ppp boalidadesbabaca,0
gente ansiedade,1
matar Bárbara pqp,0
site filho puta q n deixar maratonar harry pottee,1
grandão pra risoto pequeno ficar gostoso pq sentir gosto,0
castelo branco Lili caneca tiver filho,0
ir ótica de aqui armação p eu sdd qnd trabalhar pedir p pai contratar denovo kkk,0
10 minuto tar triste tô feliz escrevor tô voltar ficar triste,1
sulista n dirigir palavra namoral,0
pesadelo criança hj,0
parabéns,0
menina merda personalidade ano chorar Joice parar ridículo,1
Brasil ñ pensar pessoa Patriota bosta,1
camisola vestir festa uhul,0
Tpm saco sintar gordo feio,1
adorar,0
rt maisa,0
caso Elizabeth Moss crescer cientologia pq pai de ela fazer julgar pq ninguém coisa passar religião,0
intelejumento j falar casa cair vc achar barbar golpe n,0
bandido organização criminoso luladrao aceitar presidente Bolsonaro bom aceitar dóir,1
q pai jeito,0
gente ajudar pessoa tomar cu prova vítimo,1
básico,0
menina ser movimento feminista existir dia mulher deixar burra,1
tortura faca comprar,0
Homenagem merecido,0
Câncer manipulador estressadinho adora guardar dinheiro Sensível chorar bom conselheiro intuição compreensivo Romântico ser bom marido,1
gente rico,1
aguentar homem perfeito aaaaaaa,0
sardinha parecer fufa namurada cara,0
Cabra peiar vOMITEITapa cara levar urna viver vero,0
rt noite pra bom lateral futebol brasileiro,0
aaaaah irmãr Ta falar sério caracoooar ir chegar festa tô negar falar Caralho Xandão abrir festa ir falar abri mermo,0
almoço sair tar fudidovar amassar,0
pessoa ler metalúrgico doutrinar sindicato informação completo bom relacionamento achar único bolsonarista fascista ah fascismo votar bolsonaro,1
deus estar conosco outro jogo passar ir fluminense link,0
imorrível senão culpa governo kkkkk,0
rt triste pra cacete corpo,1
tesão porra hj louco pra fuder,0
Michele bolsonaro vei kkkkkkkkkkkkkkk fudeno q meter q bolsonaro pao duro usar cartão amiga,1
ok senter tesao atração etc qnd pessoa falar q n sentir nd pessoa pegar q n senter nenhum paixão amor coisa AUGE VCS MILITAREM NISSO,1
comunismo Venezuela lindo ne pra vc nao pro,0
2 achar poder lee soohyuk sentir deus odeiar amar deixar m homem link,0
amanhã estrear overdose Tourete Casino Figueira arrancar FCPSCP Bilhetes,0
Daniel dizer Tô achar pagar preço alto alfabetizar capacidade interpretativo intelectual governo,0
po hoje pra aula igual kenga encontrar monte gente ir arrumadinho ngm ver,1
foda,1
pronto pistoleira cara ta pedir pôr IMC,0
calmo ppi valer hoje entenabdr lula atual preço atual preço diesel bolsonaro lula ir ficar política preço começar começar,0
mudança pegar,0
carne moir inferno,0
ensinar prima ir criar cpf idoso casa,0
n votar q escrever,0
ben Mendes,0
ultimo 5 ano fugir 52 recluso prisão português curiosamente nenhum de eles banqueiro exgovernante,0
nati achar q ter 170 ksksks Altaaa,0
nojo demônio,0
justiça sueco ordenar aap rocky ser solto aguarde resultado veredito liberdade,0
vontade açaí,0
gente parcelar vergonha 36x crédito tar,1
nenhum flor cheirar,0
fraco solar caralho ploooooocccccc,1
governo zerar temporariamente Imposto Importação 281 máquina equipamento duver alguém reclamar subestimar gente filho puta q torcer,1
ai odiar lembrar lorena,0
engraar casa arrombar colocar cadeado,0
ver fdp sentir gostoso,0
obvio estadio palmeira tambem ir cair,0
q menina grosso tratar indiferença pica filho caguar,1
ai amigo pra né,0
rt,0
rt cara ta estranho achar rinoplastia em ele,1
valer vozinho corno desgraçar ouvir descornar,1
feminazi cara pau pedir dinheiro blog ganhar boquinha 11 v,1
ir aguentar ficar lente olho tar doer pra caralho preciso enxergar,1
Galera saber dia 3008 rolar show lançamento álbum né junto mana d Decidi sortear par ingresso pra curtir dia instagram participar,1
ética imprensa regional contrastar cartel comunicação social alcance nacional Felicito,0
vontade foder morrer,1
reunião maravilhoso PM canadense empresária líder Canadá Estados,0
fut rs,0
GRAVÍSSIMO Divulguem,0
fizer pergunta preparado ouvir discordar ver pergunta pergunte poupar mandar tomar cu Y,1
Maracutaia,0
Lula doido consiger entender gente crédito,1
q ódio,0
swiatek brilhar vencer 15ª seguida roma link,0
ocean música entrar pedir licença,0
rt fácil cu,1
porra mundo ta achar jeito irritar ate paciência acabar,1
pensar verdadeiro amizade ir machucar,0
Angola considerar bom destino europeu 2018 desistar vida,0
amoar preto link,1
Pronto discordar em isso vejor se interlocutor educação,0
ok continuar,0
nntenho emocional pra tie n caralho,1
Homem verdade bater mulher imbecil babaca covarde bundão,1
comeo criticar Deus tao dorme ajuda est fazer sucesso monte cola pra aproveitar tmb,0
feio kkkkkkkkkkkkkkkkkkkigual,1
rt ficor pensar num coisa q vontade bater cabeça parede p parar pensar,0
porra celular desligar tar carregar desligar,0
ex cão ódio,0
chegar protesto pacífico botar medo corja vagabundo,1
apaixonado vdeo amer detalhe Josh beauchamp,0
segredo longevidade casar almoço gostar dançar jogar bingo 107 ano fofinho,0
pinto alemao,0
carol deixar trabalhar mane manda msg fdp,0
to brabinha pra lançar pensar vario copia desanimar legal,0
ai prova pqp,0
escroto,0
pra ter emudecer canalha ladrao safar lavar chamar boca pra falar moro,1
filho presidente falar besteira atrapalhar pai,1
OPA puta desculpa burro pra passar mão cabeça mulher errar,1
refutar falar Mandar frase nerd efeito fácil,1
cerco fechar,0
ser titular ir ficar puto haushsashaush,0
Isss Carniça humano Lula,0
confundir obra arte mestre picasso pica aço mestre obra,1
pesquisa docusign revelar economia remoto impulsionar aumento produtividade expansão global década link,0
chego chegar gozei canto boca puta chupar pica desgraçaaaaaaaaaaaaaaaaaao,1
família fazer idiota músico gostar,1
kkkkkkkkk q ódio,0
porra esquecer colocar bendito marca dagua né kkkkkkk,0
mentiroso bozo,1
Maldito,0
PTRALHAS lixo Brasil,1
dia mulher burro,1
surpresa rato,1
gostar pequeno,0
almoceer tô fomesocorro,0
cheguei hospital malzona encher remédio 10 gota rivotril to igual mongolóide,1
vc existir caralho,1
asqueroso turma pensar si Ter queda meteórico próximo eleição,0
gnt igual link,0
esquecer ato preceder consequência tiro arrombar posturado calmo fruto vivência,0
comer arroz ovo miojo kkkk,1
fase foda,1
lerdo pqp,1
Lindo discursoPena sensabilizar,0
cadêr Gerson pablo Mari rafinha,0
ir chorar,0
to simplesmente chocar mano cara estudar comigo pqp,0
ja duplo penetração dedo contar,1
parabéns notícia Desconstrução filme Bela FeraNosso irrestrito casal dono,0
q vagabundo compromisso mina iluder,1
rt prq brotar,0
Trump cortar grana grupo próaborto Ótima medida,0
nao aguento nctzem porra saco,0
chato puta parir,1
Estar junto eleicoes 2022 presidente Fernando Haddad,0
trap filho,0
saturar pqp,0
comer aonde palhaçar,1
gente coringuei escrevj 2 pagina aula,1
finalmente pisar solo europeu jogar clube europeu lesão avançado bom rendimento futebol sulamericano,0
manar puta coisa sv porra talher ta usar ódio,1
argumentar sujeito acreditar crise refugiado pobreza projeto califado Desisti argumentar,0
Alguém parar desgraça STF,0
ir postar,0
rt pensar abrir live camera privar pra conhecer plataforma topar,1
link toc toc toc pf hasselman bolsonaro assista vídeo inscrevase canal dê Joinha ativar sininho notificação compartilhar,0
Bando biscoitero caralho,1
namorada ter 30 segundo responder discutir evitavamse tanto problema,1
ir entrega cf brechó de aí ir esqueçar roupa casa kkkkkkkkk lembrar esquina,0
porra cansar troxa q chegar luga q amigo pau,1
so lixo usar bíblia palavra Deus pavão misterioso emenda Jurista,1
pra escola Atoa,0
4 noiado vaiar virar notícia,0
ninguém importar sônia Abrão mídia pra urubu noção,0
Sugiro ATEUS CORAJOSOS leiam Bíblia confrontar cristão rss,0
MUITA VERGONHA ESTRANHEZA VEJO HOMEM DEPOSITEI CONFIANÇA VOTO DIRETO CRIMINOSA COAR APOSENTADORIA USANDO MÉDICO DEFORMAR LAUDO DANDO EMBASAMENTO JURÍDICO COAR APOSENTADORIA INVALIDEZ,0
mãe to globo,0
cu,1
nojo,0
Sul,0
certíssimo filme vir venezuela deus ter misericórdia,0
Brasil porrar gente ver tóquio caralhoooo,1
explicar mar motivo presidente ser contrário acontecer,0
putinha capô fusca,0
vc ta dizer pq vc robo ne enganar bot lixo kid,1
enfim alguém entender life Ah gente complicar vida totalmente previsível ñ graça,1
seuuuuuu amor vidaaaaaaaa,1
Paulo Freire,0
deixar,0
caralho imaginar ódio,1
achar,0
ai pai pqp burro saber q público evento tóxico,1
rt salvar planeta larvoce diferença em isso,0
escuta Interrogatórios José Sócrates Operação Marquês,0
ser pra chegar andar skate,0
cheirinho brigadeiro delíciar,0
ok to viciado conversar cntg,0
gostar água quente vargem paulista brazil,0
gratificante filho Colégio Militar Muita diferença Venha conhecer IICPM puder,1
chinaaquela elefante buraco agulha foda né Militão abraço,1
ter reconhecer,0
oi lembrar eu nao lembro comi rsrs voce comeu,0
Pires foder fds,1
peçar porra jogar cara,0
pobre Lara mimo retribuír,1
caralho brasillllllll,1
cara conseguir chato hora felicidade puto merda,1
kkkkkkkkkkkkk sdds criançadesempregado,0
tar trabalho hj tar alphaville ta frio porra,0
rt veneno dia,0
tds q tiro 6,0
rt álbum djonga perfeito heresia fuder,0
CAPIROTO cansado derrota resolver atacar fantasiar pele líder religioso infiltrar Igrejas frequentar gente fé Vejam quanto pregação ódio ira maldade luxúria apego dinheiro falar dinheiro sair boca gente,1
odeior gente bafo pqp,1
queimar inferno,0
Rachel mudar totalmente Deixar jornalista tornar vendida esquerdista Vergonhoso,0
semana longo credo acabar amor deusss,1
urna eletrônico venezuelana médico cubano refugiado haitiano votar dila desmentir,0
Bancada feminar aproveitar dia internacional mulher p aprovar lei proibir gestante luz algemar mulher,1
constituição 1932 Porra Bisavó nascer 32,0
ficar at luz vtnc,0
vontade ficar casa hoje desanimeir real show,0
ir amor noite,1
to t,0
achar estresse mami grosso tia dor acontecer,0
calate crlh,0
ir comear escrever nome coisa ver,0
querer ta treinar volei escola simplesmente ta cagar pro time base tomar cu,1
sintar nojo mto arrombar,0
,0
Manu salvar gente,1
diferença Deputado Eduardo vc pra irmão Flávio depender eu vc embaixador Estados Unidos,0
ow preocupar tampa,0
gostar trabalho adimirar bom remédio ignorar joicehasselmann merecer perda acabado,0
privatização piorar Brasil extinção linha 710 cptm beneficiar saber né,0
gente esquecer porra merda,1
concordar falar merda,1
mineiro,0
claro comentar hora luto reflexão obra Brinde Mestre,0
amor,1
saúde futuro sociedade depender basicamente realidade,0
PUTA MERDA SPOILER SHERA RECEBI COLOCA TAG FALAR CARALHO PRA SILENCIAR MUNDO HORA SAIU IGUAL VC NAO DESGRAÇA,0
fuder viar kkkkkkk link,1
rt pra entender menina pegar quiserpiranha,1
volta calor caralho,1
gostar pessoal honesto assumir achar sertanejo classe,0
direr link link,0
fato privilégio relacionar seleção corpo ir ocupar louco igual alienar,0
descobrir lelé kanye,0
oxente chuu ruel q,0
exatamente perdi responder perfil erapqp pra gente valer atenção pra enfiar porrada reclamar ódio,1
pqp hoje ganso distribuir assistência começar gostar gol,0
Mano kkkkkkkkkkkkkkk,1
to tentar igual filha puta pra continuar amizade,1
mds tosse aaaaaa q ódio,0
menina praplégico c tar querer mexer mexer,1
vejor foto ficar muito vonta,0
Combinado combinar estar cumprir combinar Agradecemos carinho aproveitar parabenizar comentário mensagem inteligente conteúdo inconveniente grosseiro agradeçir seguidor motivar,1
canalhabandido falar recuperar país destruiuar idiota gritandodeve bêbado,1
rt apoiar general Mourao ir fechar stf Brasil,0
Mano terminar tomar cu,1
zoeira trocar exame kkkkkkkkkkkkkkkkkkk,0
caralho gostoso piroca aaaa,1
reduzir gás cozinha gasolina trazer pra show Brasil,0
reclameir semana passado fiz Velho doar galo 3 galinha angola kkkkk,0
Neto frustrado Palmeiras Leo botar pra correr l pq profissional correto comentarista dever igual Mauro Beting q imparcial Neto Milton Neves so 2 lixo antis,1
lidar thayna mandar msg madrugada rir colega dizer cara tar feio acabar,1
dia chato p caralho,1
faltar Coelho Cristas vir cancelamento Mundo sinal fragilidade Geringonça,0
pretinha vc sonho,0
N racista pq racismo CRIME crime pretokkkkkk,0
gaysapatão Ué tar chamar hetero m,0
porra link,0
rt feio incomodar vida pessoa cm passado render,1
Akemi comprar pra eu,0
caracaaaaaa ver,0
Vergonhoso,0
imaginar qm ser mtt fdp pqp,0
q livrar,0
Bora campeonato Madry hahaha Vc mãe achar idade snifff,0
afinal privatização ensino médiosuperior brasileiro projeto social ajudar milhão levantar país,0
ofensa delonga polêmica plantão levar simples tweet positivo vangloriar corpo ação único indubitavelmente mulher forte seguro bater mão mesa assumir pica,1
Lulalixo nojo ouvir cara,0
rt mau padaria po t quentinho fila andar voc ficar esperar po esfriar,1
educador parabéns presidente,0
comentário,0
apx,0
remate 2 golo instrução claro remate achar marcar link,0
n depressão mãe dar remédio antir depressivo agr to triste tomar cu tomo porra,1
Miltom Chaves Costa futuro Deputado Federal Pernambuco DEUS BOLSONARO MOURÃO REELEIÇÃO 1TURNO,0
macho escroto escroto precisar mina tá roupa curto tá burca porra mexer,0
acreditar ver país impunidade,0
ultimamente ar azar crl pqp,0
ladrão,1
fodase link,0
kkkkkkkkkkk nd carai,0
panelaço,0
foder desisto fortnite caralho,1
Bofe machão comer viar Novinha perder calcinha pra organizador festa pra beber cerveja vodka plástico ter bom desfile cívico mundo pegar mundo tá Vicentina vs IBE ser bom guerra,1
pirralha manipular,0
rt querer pouquinho atenção carinhoum chocolatinho ouvir nenem,0
nariz amar,0
n gostar dever ficar calado,0
to assistir premiação ja 6 hora to tao feliz sério,0
entregar ódio 700,0
respeito pronunciamento achar perfeito futuro ESSENCIAL presente,0
rt malditar boca julgar ser mau,1
0xa2a0e81b2547576d0c624696e29f36f61b9ce72b,0
oq cm bichinho feio,1
Parabéns Benedita,0
ganhar mimo cliente pq mãe dizer pra q tar doentinho ir atender,0
vadia boquete,1
Twitter tar enfiar notificação q tar aparecer comentar bagulho olhar perfil vejor Mereço,0
Tar ir mc almoçar ne ai ver priminho 12 outro 6 salgadinho mao perguntar falar q ir almoço de eles pq saber cozinhar ai trazer p mc comigo cara vier inteiro agradecer,0
ir falar nadadps avisar tbm porra,0
livro Bestseller New York Times Máfeminista ensaio provocativo ativista desastroso,1
vc ehr homem sentar mulher saber q vc eh fdp caraio,1
mn jogar hollow knight putaria dificil mn,1
lindo novario deus link,0
forçar desculpar péssimo impreciso cobertura eu vencer eleição NOTÍCIAS FALSAS,0
rel Ahshhsgs,0
linda lindo mulher bom Belíssima Humano guerreira Bela mulher representar beleza humano especial negro amplitude representatividade vencer tb bom ganhar diversidade luta dia bom condição representatividade pessoa discurso pra raça pessoa qnto belo qlqer raça Viva negritude Viva diversidade Viva África Sul Salve salvar Miss Africa Sul mundo,1
cu,1
Parabéns Excelência,0
haver homem patroa haver homem mulher haver mulher escolher,1
ir notícia requentar desonesto intelectualmente assista vídeo,1
moh saudade preocupação acordar car pra assistir tv globinho,0
ser,0
maldito,0
espécie macho babaca,0
mano diretor inpe simplesmente destitudo falar real caralho grave,1
soco cranio inconsciente,0
caralhar pequeno pensar,0
pra criança pro pai criança pra mãe tb Pq Sugestão formiguinha Praia Canto,0
,0
ódio raiva ira inferno,1
bando covarde miserável traidor pátria,1
ai coração,0
buceta pra q n pra chupar,1
Brasil vamo porra,0
polícia racista witzel assassina bebê 1 negar socorro responsável,1
duvido,0
Deus tar ver turma reclamar boçalidade petista relinchar Trump Hitler Dilma sugerir,0
corrigir cagada esquerda Europa último 20 ano,1
sintar vontade absurdo mandar pessoa pra puta parir,1
rt pilantra,0
cólico insuportável cr porrar,0
juiz Estados Unidos resolver educar invés simplesmente punir adolescente haver fazer,0
PGR Deltan afastar Lava Jato qlqr dia 25 estar,0
to sujo causa daql fdp q ódio,1
passar pano pro racismo cara pau né fogo racista,1
falar ai inicial ta interessado sta qm,0
d beise racista caralho,1
dormir contar q ir dormir ir conseguir dormir 1hr q,1
lixinho globolixo,0
caralho mermão pensar amarrar música kakakaakka,1
pertubado ano,0
estuprador garantido defesa Maria rosario igual champinha menina esquerda,1
maravilhoso,0
postura,0
contrário q Edgar achar conseguir formar próprio opinião opinião q Edgar dúvida mau jornalista Jovem Pan n argumentar derrubar contrário principalmente Caio,1
mestre fã votar votarei Sr,0
hummm rolar recalque,1
porra curso figurinha kkkkk,0
puta q parir coração,1
pessoa achar direito obrigar explicar história caralho machucar loco,1
transformar país inferno dar razão,0
ninguém cruzar LIXOS rua aeroporto restaurante receber merecer,0
intimidade alguém incrível ce falar pensar medo falar assunto,0
base achar ficar conta SA salvo engano pagar CT 20 venda jogador ficar abatimento junto Moreira Salles,1
aguentar kkkkk,0
HOMEM SAIA MAQUIAGEM APROPRIAÇÃO CULTURAL FEMININA MULHER DEIXA SUVACO PELUDO APROPRIAÇÃO CULTU,0
imagem Brasil queimar ano anterior pirralha ser governo trabalhar país precisar notícia idiota precisar resultado ótimo,1
imprensa podre Ministra Damares protegir Deus,0
surtado eu kkkkkkkkkkkkkk,0
ficar feio ficar bonitinho,1
BARCELONA EXPLICANDO VITÓRIA VIMOS ADVERSÁRIO BRANCO ACHAMOS REAL MADRID,0
caralho idris Elba representar,1
piada cara 9 clássico 100 milhão em ele erro,0
alguém reciclagem hoje acordar lixo,1
baião 3 mudar poder virar baião 4 ter problema nenhum série ir perdoar baião 3 gente virar baião 3 ruma ter gostoso ficar link,1
perder graça,0
rt parar mania achar fulano diferente pq msm pau cu igual,1
rt aaah pqp,0
sair,0
