mensagem,odio
perante humor haver sorriso aprovor ofensa fácil,0
Daqui abrandar histeria torno ser alvo media Força,0
Daqui começar série roubo BNDES PT ver,0
Daqui 21hrs estrear documentário doc falar feminismo ciberativismo percam,0
Daqui mudar preto vermelho p preto branco,1
risada se Rir cagada alheio bom,0
série imaginar ser contrário Ah ser Olavo direitista segurar desenho níve,0
série Imagina ser contrário de aí racista,0
Islão lei país contar muçulmano respeitamnas conveniencia moralidade,1
islão significar submissão,0
jihad base islão,0
artigo expor intolerância perigo Islão haver imparcialidade,1
Islão reformar palavra directo Deus,0
rola pr feminaziquem parar falar bosta,1
acordo 99 afegão Sharia absurdo lei islâmico malvadão,1
20 aumento Breja d,0
efeito dominó,0
decepcionadissimo BBB,0
certezinha q haver gente pq produto nike qd sequer qlq ligação c islão,1
Decide mídia golpista porrar,0
decididamente Marques Mendes perder qualidade presença radar PSP conseguir adivinhar SAD,1
1844 DECLARO ABEO CARNAVAL TOMAR BANHO CUIR FOLIA RAIZ ESTILO ITAMAR FRANCO 19,0
Deem trégua mídia NOTÍCIAS FALSAS tentar imigração larga escala Suécia,0
erro erro vaise descobrir verdade,0
DEFENDENDO BRANCAS LOURAS CONDENANDO NEGRO RACISMO,0
Defender interesse AMERICANOS chamar bullying Piar,0
defensora mãe próprio filha deixar nun lastimavel limpar imagem de ela,0
definição balneário,0
DEFINITIVAMENTE MELHOR CUIR CARNAVAL 2017,0
dar unfollow pessoa pra palma burca,1
Deixar verificar opinião movimento negro feminismo chamar namorada IRONICAMENTE,0
Deixe leviano falar q lutar direito igual respeito errar errado capacho d,1
Deixei teste matemática branco Kkkk bom cara deboche professora,1
Deixar Dia Mulher passar branco presentear dica presente ideal,0
25 julho Dia Internacional Mulher Negra Latino Americana Caribenha hoje dia mulher branco,1
10 junho Marcha Nacionalidade Partilhe convidar amigo,0
manhã ficor sozinha casa irmão pra escola mãe trabalhar,0
14 março voltar actuar Lisboamaterial juntamente Cruz Maria Lázaro Pedro Figueiredo Reserva,0
50mil empresa encerrar 10mil insolvência governação Jan17 Baixar desempr,0
Democracia cacete Suprema Corte Britânica mano Brexit,1
democracia crl parada voltar ditadura pra economia pra frente,0
democrático hein Deveriam mudar nome partido dictatorcrat,0
Demos mostrar amor esquerdista DAÍ,1
Denunciem Mala Cheia link direto pra página facebook de ele,0
Depender funcionar hj noite tô Pato Branco,0
jogo duvido Angola ganhar 4x0 80 minuto Angola 4X4 Mali 10012010,0
vender produto ilegal dia centro Rio camelôzar reunir pra queimar rua,0
Mexia Catroga chinese preparamse contratar Mitroglou tirarno Luz iluminar,0
politicamente incorreto correto Felipe Neto enquadrar moda atual p correto ganhar grana,0
desenhar 2,0
reclameir semana passado fiz Velho doar galo 3 galinha angola kkkkk,0
aproveitamento chamado crise refugiado,0
descobrir q sapatao,0
Desconfio NASA anunciar descoberto vida 7 planeta receio Trump mandar construir outro muro,0
desconstrução cultural identidade masculino ser destruir artista criar factóide aparecer,0
DESCONSTRUINDO GÊNERO CACHORRO,0
desculpa gente vejor mulher falar feminismo consigo pensar burra feminismo,1
desculpa entendar meme filho puta,1
Desculpem acreditar hoje fazer homem feliz Angola crise,0
8 nov dia eleição mercado ação crescer 32 trilhão confiança consumidor al,0
fiz 30 ano chamar tio ganhar esmola,0
Pinto Costa deixar fotografar mama brasileiro fotografar pé mexicano Porto ganhar,1
Deseja feliz dia mulher resto ano ficar classificar feio gordo gostoso TA DAI,1
desejou feliz dia mulé cara q chamar mulher burra resto ano,1
desejo Santo Natal Ano 2017 cheio Esperança João Patrocínio,0
desempregar gente tentar né kkkk,1
piada humor negro Santa Maria RS,0
destruição Suécia Manda muçulmano pra fugir controle sueco paumolenga reag,0
deu acidente esquina casa pra ouvir pedreiro gritar chamar mulher burra kkkkkkk,1
DEU CEO IMPITIMA ASSUMO HOJE,0
Deus criar Adao eva nao Adao Ivo,0
Deus criar mulher costela osso torto procurar endireitála quebrar Tenham paciência c,1
Deus justo calça Carol MAMÃEEEE,0
deus livre,0
deus renovar dia ouvir Preto Branco Sonhos Deus,0
deus ta ver vcs acordar pra torcer pra casal sapatão burro,1
Deus mensagem pra vc,0
achar colocar nome cara SPCSERASA,0
invertido dado arma proibir q liberar louco,0
dever investigação elo Rússia Putin total hipócrita,1
dever manter país,0
dever melhorar educacional criança pra Tornar América novamente dia maravilhoso,0
dever existir escola aula combate cristofobia atingir milhão brasileiro atualmente,0
Deveriam decaptar qdo chamar militância sapatão grelo duro dever beatificar,1
Deves achar q mundo girar volta 7bilhoes planeta Terra oq falar ti,0
guinado imprensa falar,0
foda namorar evangélica vc mandar sms fofo dizer Advinha amar responder Jesus Cristo,1
ser duro jornalista esquerdista publicar ficha cair Descobriram,0
Deviam deixar falso refugiado lascar Trump razão querer refugiado EUA Canadá fe,1
Devia chegar Fiz pude malta,0
Hahahaha deixar comigo D,0
parabéns mulher DIREITAS post especifico delasTem pr,1
8 março Feliz dia mulher odeiar feminismo,1
8 março,0
Dia mulher fazer escrar lavar casa burra,1
Dia mulher ehr dia irritar c hipocrisia gente burro q entender real sentido dia,1
dia puta aborteir,1
FELIZ DIA MULHERES Dia Internacional Mulher feliz dia pra voce,0
FELIZ DIA MULHERES Dia Internacional Mulher,0
FELIZ DIA MULHERES Dia Internacional Mulher voce capac,0
FELIZ DIA MULHERES Dia Internacional Mulher,0
FELIZ DIA MULHERES Dia Internacional Mulher mulher pra globo feminista,1
importar magro gordo preto branco feio lindo hj dia,1
dia Mulher P3 K pauta reflexão ver,0
LiveAD Paulo,0
ler mulher hoje,1
dia 10 junho dia festa luta Portugal dia ir agarrar chamar ir participar ajudar,0
Dia Portugal,0
Dia Portugal 2016 ver,0
dia de esse aparecer propaganda TL trans ser versão pirata mulher fiqueer wtf gente burro,1
Dia Namorados Dia Mulher Dia Glorioso Benfica 1904 pôr prova robustez casamento,0
dia 14 chegar,0
dia ter protesto feminista frente baile funkeu começar pensar s,0
4 Dias Campinas único mochila usar roupa trazer,0
3 dia seguir sonhar gato branco ta normal,0
dia 26 ir botar pressão,0
DICA FANTASIA BARATA CUIR CARNAVAL 1 MARQUE BLOCO 2 APAREÇA 3 DIGA FANTASIADO PAI FEMINISTA,0
Dica dia,0
11 dica manter amizade mulher,1
11 dica manter amizade mulher post hoje blog,1
ter espaço palavra vazamento Contamos compreensão leitor palavra furo Agradecemos vdd msg,0
diferença manifestante terrorista esquerdista vagabundo baderneiro conservador patriota gente,1
difícil pra mina burro insegurar conquistar conviver mulher bonito inteligente independente ne pena,1
feminista gênero diferente desigual desigual injusto Ignorar,0
branco merda,1
olha vídeo postar durma cheiro,0
DIGNO mamar,0
Refrescando memória esquecer 100 reunião Odebrecht,0
VC MULHER QUISER POLÍTICA DEVERIA PRESA PRESTANDO SERVIÇO BRAÇAL BURRA,0
Dilma Lula Cunha Freixo Luciana Genro Jandira Feghali bolsaputeiro pra país,0
Dimitrov exibição vida Nadal meiafinal Open Austrália Maravilha,0
ministro negócio estrangeiro garantir haver conflito diplomático Angola visita Costa continuar preparar,0
pena feminazis mundo ser covarde façam nenhum mega mijaço cagaço similar país islão,1
ISLÃdefende mulher feminista,1
direito humano famoso esterco vagabundagem,0
Direitos Humanos esquizofrenia esquerdista morada,0
direito humano servir p defender bandido,1
direto front idiocracia criar ante falar sobrevivente,0
Dirigentes cúpula reunir Cantanhede trabalho pára,0
discurso Anselmo Oliveira 1º dezembro 2016,0
discurso 10 junho 2016,0
discurso ódio 2017 matar Bolsonaro calar pessoa apoiar esqu,1
discurso Pedro Godinho 10 junho,0
DISTRIBUÍ PROTESTO KKKK CULPA HEIN,0
ditadura educação saude segurança qualidade democracia greve corrupção,0
dívida histórico caralho nao culpa,1
q manaus pessoa perder onibus ñ ficar esperar proximo pendurar arvore escalar cipó,1
Barcelona enfiar 6 PSG ver branco achar ser Santos,0
ingresso pra balada manaus galinha,0
muro Trump ser eficaz olhar chinês construír haver 2000 ano mexicano,0
censura acabar liberdade expressãose vc achar q nascer corpo errar socidade,1
cu reproduzir pra social media homofóbico Gayzada ta cu arder pisc,1
facil feminismo defender pauta Esquerda,0
piada fácil refutar falar fato lógico verdade,0
frase idiota efeito refutar provar voce alienar,1
IMPRENSA sério passar limite noção quão ridículo perseguição alguém qu,0
produtora IRANIANA sério notícia q p mulher jogar Boeing p,1
q negro pra reclamar racismo pfff,0
1 tolerante arrogante julgar alto labrego dia contar Ag,1
vida gozo caralho juiz cabrão ir Zulmira pai Sérgio Angola existir lei voz prova,1
saloio tacanho ignaro parolo ofensa racista norte Lisboa faltar respeito,1
mandar calar 2 3 parto princípio de aquele adepto 1x ano desculpar,0
Doei 100 pra ajudar refugiado Síria normalmente falor brincadeirinha good vibe Google hoje perceber,0
Facebook deputado facto meter PS levar Tolerantes bom,1
erro vítima fatal LavaJato Teori Operação LavaJato palhaçar,1
representante Top3 conversa maneira aquecer escrever set,0
DOMINGÃO CERVEJÃO CHURRASCÃO FAUSTÃO ORAÇÃO MASTURBAÇÃO DEPRESSÃO,0
DOMINGO MANHÃ CARNAVAL PAUSA PUTARIA ÁLCOOL IGREJA AGRADECER PAPAI CÉU AMÉM,0
dOMINGO 1932 ESCONDE REVOLVER PAGA PROSTITUTA TIRA FILME PORNÔ COLOCAR REDE VIDA CHÁ BOLDO DECLARO ENCERRADO SEMANA,0
DOMINGO 2103 LIMPAR CHURRASQUERA GUARDA REVOLVER PAGA PROSTITUTA TIRA SEXY HOT BOTAR REDE VIDA ENCERRADO SEMANA,0
domingotenho caféa folgado empregada vir VIDA INJUSTA,0
Dona Marisa morrer perseguição moro junto Globo Apoiadores Bolsonaro opinião discurso ód,0
78 Holandeses nativo pensar integração falhar devido islão imigração,0
90 pai saber criança adolescente assister youtuber gay teen doutrinar filho Luba etc,1
72 refugiado vier EUA 32 112 durante IMPED LEGAL 7 país SÍRIA IRAQUE SOMÁLIA,0
dossiê Sapatão revolução existência resistência lesbianidade encruzilhada subalterno 2603,0
Download cabelo afro pra the sims 4 pra ilustrar guria colocar monte branco loiro MIGA,0
dps d pensar q so qro sapatao p chamar d camiaozino amor,1
aparentemente vc mtaer necessidade vir falar pra eu ja falar parar né,0
vc passar tweet q falar pra vangloriar morte senhor,0
Deus vale sapatão,1
urgente,0
DT Ana Gomes MEP Maka Angola Bento Kangamba Juízo,0
evidência consequência voltar casa viagem,0
Duda burra vir pra formatura esquecer documento Dela mulher barrar KKKKKKKKKKKK,1
Dudu Barbosa feio bonito bixa gordo,1
Dureza ver Brasil limbo toa,0
dúvida público 365 TRILHÕES Tranquilo gente público ser ninguém s,1
1 dúvida preguiça pro inferno buscar casa,1
eae esquerdopata sair pra gastar capital hj,0
eae vagabunder mamador teta dilma,0
esquerda nao dominar mundo,1
extremaesquerda continuar exterminar escravizar povo suma santidade,0
Ancelmo Goes globo Bolsonaro Hebraica,0
Basta Urge política defendir PNR acabar,0
bando feminista ficar falar vento poder islamofóbico Islão,0
imprensa brasileiro dar mesmo ênfase caso presídio péra,0
4 5 tatoo VAMO CASAR,0
eaí temer corte pro salário mínimo educação acabar SUS bagulho tirar dilma porra,1
mina foto cara idiota Ahahahahahaha,1
Nicole Kidman transformar foca bater palma,0
argumento,0
seguir provar Islão compatível valor enfim,0
indireta pra Grazi nao parar,0
fazE ir mesmo ação Brasil Comecem compartilhar deixar insatisfação,0
turma problematização ver preconceito pra pautar movimento doente mental esquerda,1
último pra passar branco Libertadores time pênalti diferença Flamengo aquém,0
caminhão atropelar abobrinha mídia soltar mídia sujo comprar credibilidade,1
carnaval ninguém levar Paulo Núncio,0
claro afinal acima pq vistoriar obra apartamento terceiro,0
aprovar processo sanção,0
ditado liberdade cantar pra pt espantar,0
dizer 3 opção pro Brasil pra frente escolher,0
continuar 8 ano dar pro cara chamar otário,1
de aí PT,0
edai ministério temer mulher negro fazer merecer ue,1
edai trump nao gostar latino ngm gostar alguém nao,0
reclamar solidão mulher negro ser chato namorar traste,1
esperar q aceitar cão cor abra porta refugiado nojo,0
desmascarar ironia hahahaha,0
problema site conseguir acessar,1
EDITORA CENTRAL GOSPEL Famílias perigo Ideologia Gênero Marisa Lobo,0
chamar amigo bicha catracadaportra pra ajudalo,1
chorar rir,0
deixar sair filho feminismo nao ajudar SO AJUDAr pra praticar abortodepois q ja,0
feliz dia mulher sorriem,1
CACHORRO,0
feira,0
movimento dia retardado mental aguentar editora,0
enquantoacho agenda esquerda falar islã atrocidade,1
doido feminista,0
velho censurar bom conteúdo humor político foder OABSP,1
esquerdopata vender país pra China problema EUA comprar imperialismo,1
comandante Edmilson senhor descansar Missão cumprir,0
Reinaldo Azevedo morrer mandar Sergio Moro catar coquinho,0
Eduardo Lourenço islão senter fraqueza,0
educação paciência drinking CocaCola Angola,0
gratuito liberdade escolha,0
reconhecimento Faremos bom,0
sapatão,1
cara querido amigoo expatrão bom escritor país Fabrício Jô,0
elogiável ação morador rua estádio ação refugiado criançasPq tema pauta,0
espantoso total comentário certos jovem esquerda caviar safamr algum humor,1
livro existir vejam escolher dedo material desconstruir identidade,0
odeiar gente chique,1
q respondi primo ser aniversario feliz dia mulher clarinho brigadao dobro kk cuidado c burra,1
ver fato CeeLo Green levar Grammys bonito homenagem,0
criar termo nudez intelectuala mesmo acontecer voce ta cagar pelar banho,0
Egípcio tentar entrar Louvre naifa Terrorista Canadiano olho azul disparar 40 pessoa mesquita Lobo Solitário,1
mundo Angola Luanda,0
gordo feio oferecir ser gata brigar amorrr amei receber,1
EH DIA MULHER Q BURRA LEMBREI,0
Ei amigo tomar cú,0
Ei contratar pro time ruim virar merda,1
Canhão retorno falar pro Felipe Melo animar noite,0
imperioso acabar terrorismo incendiário negociata volta incêndio,1
impressionante justiceiro social podre,0
eis pessoa FEIA facebook PQP,1
independer político,0
Ei funcionário vcs comentário homofóbico rede social Gostaria po,0
amanhã faltar,0
amanhã estrear overdose Tourete Casino Figueira arrancar FCPSCP Bilhetes,0
dama direito orar quiserO problema CRISTIANISMONÉ,1
top capa revista,0
ficar cu doce falar q eh gordo feio eh lindo magro nn adiantar falar kkkkk q postar,1
OPA puta desculpa burro pra passar mão cabeça mulher errar,1
machucar discutir roupaeu dou NENHUM desgosto gente morar inferno quintura usar burca,1
lamentável Standvirtual querer passar ideia sensor movimento suficiente evitar mulher batar carro,1
dizer q ir desperdiçar Falei vc escolher único,0
atacar imigração ILEGAL idiota motivo aspa mérito ótimm ideia vcs contratar funcio,1
legal pra presidente grampear corrida presidencial eleição Negar tribunal hoje mai,0
elemento agridir animal durante tentativa furto Pato Branco,1
PRECISA SOLUÇÃO PRECISA ACEITO HOMOFOBIA,0
VOLTAR JEITO METEORO,0
fazer marcha de eles direito expressar dia,0
praticar Islao,0
revelamse Faltamlhes argumento Faltaslhe agressividade ofensa registo,0
Elettra ficar puta pq Alex afastar n pra mudar situação ver mulher burro Sofrer Atoa,1
Eliseu Pizzi captar atenção Óptimo overdose Tourette 5a 6a sábado Viseu P,0
ELIZA SAMUDIO SAIR VC GANHOU PIQUE ESCONDE,0
Esquerda pauta feminismo,0
odeiar Bolsonaro falar ai projeto de ele q discordar porquêVamos inteligencianível d,0
DILMA 7X1 DAMA GOSTOSA,0
Amstedã prefeito muçulmano contrário Londres crítica refugiado adaptar,0
Angola brincase musicaProblema musico so consomer lixo,1
Brasilcom aprovação PL imigrante propor motorista Mariguella Nunes,0
1 3 mulher mundo sofrer violência físico ear sexual majoritariamente parceiro íntimo,1
campo vir vitória Nego refém branco,0
Caramba achar qdo processo de ele chegar STF abandonar,0
Lula tar 70 70 chance prender,0
meter vara em ela distância chegar negativo Pense em isso,1
evento Palácio planalto homenagem Dia Internacional Mulher presidente Michel Temer cometer,0
2008 voluntário SC 30 diaspara atender vítima desabamento Achar,1
glee cantar run the world babei heather Morris nitidamente nao saber sapatao gente tombei,1
Emirados Árabes Marte construir Dubai 2117 UOL usar grana ajudar refugiado irmão,0
escândalo corrupção nepotismo presidente Angola anunciar tentar reeleição 2017,0
verdade Carlos Costa decidir oportunidade Ricardo Salgado consultar Maria Helena,0
nome tolerância desculpar vítima ser,1
45000 emprego construção indústria Costa Golfo EUA Investimento 20 bilhão América estar ganhar novamente,0
vc ir,0
mta louça roupa pra passar chão banheiro pra esfregar pano,0
patético democrata ter aprovar equipe,1
NOTÍCIAS FALSAS Bernie Sanders tirar ar descrevêlo termo notícia falso Alegaram dif,1
dar,0
Encerrar livre circulação UE reduzir migração RUnido,0
Enciclopédia Futebol hora sagrar churrasco cerveja gelar gostar vaza fêmea shopping,0
encontrar infiltrado FBI Informação confidencial efeito devastador EUA entregar mídia ACHEOS,0
feminista droga bebê cair sair cara q conhecer há 2 min usuário droga reclamar assedio,1
precisar macho pra postarpensar muito mulher achar burra,1
dia mulher confirmei acreditar GENERALIZAÇÃO BURRA,1
Enfia 7 dedo cu argentino fdps,1
enfim colocar coisa devido lugar,0
engraçado q mulher concordar oq achar certo mulher cair matar chamar burra retardar,1
engraçado percebar qt bonito menina achar feiagorda feio achar pq Meol deols,1
mulher falar campanha carnaval preconceito distribuíam material divulgação,1
senado,0
prender contabilista d Salgado motorista d Sócrates porteiro Banco Portugal justiça ter credibilidade,0
EUA Casey Affleck juntar Johnny Depp Marlon Brando resto trupe agressor,0
esquerda realçar sabedoria Eduardo Lourenço,1
Natal,0
tentar pra homem branco babaca olhar pro umbigo,0
socialismo produzir refugiado socialismo falhar,0
PM matar juiz reager mídia porco,1
Entenderam pRESIDENTA dever CASSADAVivíamos conto vigário mentiroso compulsivo,1
ent fufa preto adormecer,1
crivella freixo prefiro bolsonitro,0
perdoado sacerdote italiano Mauro Inzoli receber clemência papa,0
entrevista Catarina Kinnvall similar islão radical extremadireita mobilizar,0
entrevista censura OABSP,0
artigo 226 constituição ABSURDO ATROPELANDO CONSTITUIÇÃO FEDERAL,0
bacana BBC apoiar galera entrar indiscriminadamente EUA Top né,0
caviar PC Siqueira querer pagar semteto mole,0
chamado Cãomor junto repórter cara sono rs Mto legal,0
custo sobretudo social invasão imigrante interessar,0
detalhe odeier professora aula hoje puta mulher chato burro,1
futebol feminino eim Alguém algum jogo olimpíada pra esperar 2020 pra reclamar incentivo,0
ISLÃO CAIXA PANDORA CIVILIZAÇÃO Impulsos discussão honesto Islão,0
2200 tá,0
superar quesito capa CANALHA ano,0
vivo Chega discurso pra vida,0
olhar pra cara gordo feio Isabelle contar voz irritante de ela,1
negro ano quebrar tabu,0
mau merda tomar posse Imagine tomar ABANDONOU Rio VERGONHA,1
sacrifício tanto família empresa desempregado forçar emigração etc Cortar privilégio,0
amarelo gordo trans discriminação ir colocar,1
nazista ser único personagem preconceituoso Brasil pessoa público delatar judeu refugiar,1
país acolher refugiado gastar dinheiro ajudar gente país Infelizmente gen,1
socialista parvo Catarina Kinnvall similar islão radical extremadireita mobilizar,1
VENCEDOR,0
parar chantagem,1
pensar defender moçaCoitado cerrado falsamente acusar elaE estrago moral,0
país pq USP bom universidade gente,1
q adorar fufa,0
Vc deixar pq,0
hoje quintafeira P decidir entrevistar Cavaco Serviço público respeitar memória Zeca Afonso,0
pra desenhar,0
pra pagar imposto,0
pra melhorar ano blog feminazi fascista cair viva,1
preciso travar islamização Europa,0
tentar fracassado protesto imigrante sucesso enqto esquecer protesto antidesarmamento,0
mulher força pra administrar país creche,1
problema Contrato querer ora,1
poupar dano social apoio subsídiodependente Força,0
apoiar governo CORRUPTO HISTÓRIA PAÍS idiota inútil Parabéns po,1
gostar comparar preço mercado sapatão,1
obvio estadio palmeira tambem ir cair,0
reconfortante Banco Portugal fabricar moeda haver 15 ano continuar contratar,0
razão concordo totalmente achar 0 5 puto preocupado cor tipo,0
ridicular achar gay fufa diferente resto pessoa normal gosto diferente deixemse,1
erro percepção mútuo mentira constante tanto dizer dizer,1
es refugiado outro,0
ver ESQUERDOPATA,0
escudo acabar haver 15 ano p garantir regulação sist bancário Banco Portugal optar manter quase 2 funcionário,0
escutar música sapatão,1
ser contrário racista,0
Centeno acatar CDS demitindose irrevogavelmente regressar vicePrimeiroMinistro,0
sério mau vida vey pobre pobre gordo feio,1
sério chamar Polícia Federal,0
ter escolher abolicionismo feminismo Empório Direito,0
es gordo feio,1
MANDAR SONDA PRA 3 PLANETAS ACHAR PSOL FUNK MACONHERO IUTUBER VIDA INTELIGENTE,0
roubar estuprar cometer latrocínio pra simples matar dó,1
especialista discutir influência ciência religião psicologia cristã,0
esperar oq cara defender,0
esperar grande sucesso encontro,0
esperar peçam Michael J Fox bater palma vencedor senão saímos de aqui hoje,0
esperar ser dia refugiado comecer shar,0
esperar vida ter brinde pra matar,0
esperar Quartel Bombeiros Cascais ter espaço suficiente acolher julgamento arguido Operação Marquês,0
esperar ter gostar nomeação Juíz Neil Gorsuch Corte Suprema homem brilhante respeitar,0
Espírito Santo mostrar q acabar c polícia certo dir iluminar cidade,1
Esporte Galo Vila vencer Rio Branco seguir firme ponta tabela Detalhes Meiodia,0
ESPOE PRA INTRODUZIU LÍNGUA XEXÉQUINHA,0
ESQUECI CADASTRO SARAIVA P GANHAR DESCONTO MULHER BURRA BRASIL,0
eSQUENTA adorar programa mto cultural abordar vario problema favela pagode amoooor,1
esquerdista ligar pra moral ligar pra dinheiro calar qdo soltar Bruno incomodar de ele voltar jogar ganhar,1
esquerdopata blackbloc atacar manifestante próTrump merda esquerda igual mudar,1
esquerdopata pra,0
cena Angola acabar,0
sentido envolvimento Rússia tentativa encobrir erro campanha perdedor d,1
imprensa esquerda chamar golpista,1
lógico jovem sensato,0
responsável babar ovo,0
kkkkkk,0
mosca achar problema ser Brasil geração lacre,1
gente combater racismo q pessoa branco x Coisatipo vestir iemanjá,1
geração atual jovem foder acabar Mete ditador socialista país pra metade fuzilar papo,1
GERAÇÃO LIXO PAE PROIBO NETOS VEREM YOUTUBERS,0
hora qdo mulher sair balada pra pra casa pra levar vara,1
hora feira pra baladinha vagabundoEssa hora der relaxr,0
hora puta viar online,1
hora puta viar online exceto,1
imagem montagem comunista,0
mulher enrolado cozinha,1
mulher mt burra,1
notícia merecer compartilhar,0
piada merecer Twitter rede social,0
pistoleira inventar íntimo 3 ministro amiga íntimo Janot,0
diversidade colaborar ciência produzer Brasil ser descolar necessidade,0
procuradora piadaLevou lambada Dr Miguel Nagib autor projeto,0
escola marxisto doutrinadora esquerda saber alienar futuro cidadão,1
escola LGBT escola público Passamos limite vitimar acusar,0
FÃS FITFI HARMONY CAMILA CABELLO RETARDADA PAI AUSENTE FICAM ESFREGANDO PERERÉQUINHA PRA APARECER TÁ MODA,0
fufa ligar namorada marcar date saudade lol,0
mulher burro raiva,1
NOTAS REDE GLOBO MOSTRA,0
sociedade machista opressor,0
pessoa acabar visualizar perfil,1
mulher acusar Donald Trump denegrir mulher,1
tentar conseguir KKK lésbica senter orgasmo ser lésbico kkkkk,1
sofrer senhor engenho vergonha movimento Lixo,0
pra receber volta perceber sentir choque Angola pra Portugal pá,0
cara lixo humano de aquele imbecis achar saber,1
CARA,0
caviar tá D L I C I S,0
dia começar receber feliz dia mulher pôr piadinha loura burro wpp família ah errar,1
padre dar Pajero pro pai menino acusar pedofilia,0
amor esquerda,1
FAMOSO CHUPA CU,0
turma pessoa ficar desempregar seguir politicamente correto,1
argumento hahaha viver mentira medo desmascarar,1
feminismo igualdade homem mulher,1
filha puta Donald Trump diminuir quantidade refugiado entrar país pq nao familia de ele ta sofrer la,1
dia MULHER reinvidicado mulher história país Feminismomarx,1
futebol hoje politicamente correto profissional homem verdadeé Mariquinhafutebol porrar,0
galo ta tocar terror independência jogar inFeliciano Malacheia la n morrer tb,0
IBRA FINAZZI RABO CAVALO,0
nome quase esquerdopata hahahahah,0
padre igreja época pai falar ir catequese pra voltar pra casa Pajero,0
homem perder emprego cara dar opinião Facebook adivinhar moral de ele,1
papo Rússia NOTÍCIA FALSA criar dem usar mídia pra mascarar derrota eleição,0
PSG CAETANO FALA FRANCÊS,0
DIA ESTAVAM CHAMANDO PUTA PARIU TRABALHEI 40 ANOS RAMO MARCENARIA PRA CHAMADO DIS,0
golpe racismo tar olho ver,0
chegar hora europeu acordar,0
2018 chegar kkkkkkkk,0
ah táVenezuela paraíso Cuba Somália Coreia Norte idem ha crise refugiado Europa,0
alguem LIMPAR IMAGEM USP néafinal maconha MARXISMO esquerda destruir univ,1
aproveitar lacrar imprensa golpista etc,0
Caetano viver dinheiro público ser eleger passado concurso público,0
idiota inúteis mamador dinheiro público iludir milhão imbeci,1
certíssimo ninguém pseudoterrorista país refugiado terrorista,1
Estadão comentar ser liberar Brasil,0
duvido feminismo MACHO HOMEM pedir feminismo capacho esquerda,1
mimimi feministo,0
internauta feminazi capacho esquerda,1
feminista capacho lulopetismo mulher querer feminista Esquerda mandar,1
unico desvantagem levar bolada parte baixo kkkkkk,0
AISTAS INTELECTUAIS ACHAM SUPERIORES MUNDO DONOS VERDADE POVÃO TA CAGANDO PRA MERDAS,0
unicornio,0
feminismo defender pauta esquerda esquerda perder protesto protest,1
refugiado imprensa mostrar,0
criticar alguem lei PUNEM rigor estuprador pedofilo,1
SÉRIO pensar q ter elogio,0
ver coletivismo lutar direito mulher islamismo massa manobra d,1
legal proselitismo barato muçulmana ir falar mutilação vaginal direito Islão,1
mulher sujo porra,1
estuprador garantido defesa Maria rosario igual champinha menina esquerda,1
comunismo Venezuela lindo ne pra vc nao pro,0
teoria tambem,0
Trump demitir cara audiência Aprendiz tar cair correto,0
usou pensar morar dia dia comum sofrer violencia pq d,0
Segurança Privada Portugal,0
feminismo massa manobra esquerdae nao negar issotb ver F,1
stf vergonha,0
matéria explicar conteúdo BIBLIA INFANTIL ridicularizar personagem acontecimento,0
estar crescer continuarer,0
estar olho 2milhoes assinatura hoje descontente roubalheira,0
estar refugiado pessoa consumismo ato comprar preciso,1
notícia DEZEMBRO notícia VelhaMas assunto publicar novamente difamar,0
aberto inscrição turma 2017 Atinuké estudo pensamento mulher,1
totalitário Correm proibição extorsão dogma tabus Mundo louco,0
perguntar VETO Chame querer objetivo manter marginal péssim intenção país,0
acabar graça presidente afecto certo,0
ACORDADO SÁBADO MANHÃ CARNAVAL SEPARA HONESTO DIGNO DELES FICARAM MADRUGADA DROGANDO RUAS,0
ACORDADO SÁBADO MANHÃ SEPARA HONESTO TRABALHADOR DELES VAGABUNDOS DROGADOS CORRUPTOS DIA BRASIL,0
senhora completamente obcecar Trump Haverá algum explicação freudiano,0
poeira vindo norte África entrar impunemente Portugal sujar carro construção muro,0
boca propagar nazismo chupar pau,1
gente queixarse tremer frio GENTE gente doente Parkinson 5ª feira,1
passar casal fufa luana gritar HA BUE FUFONAS ALMADA,0
mecher baú avô falecido achar foto,0
ano ir comemorar dia Restauração Santa Maria Feira,0
aquecimento global severo,0
realmente vergonha facto tornase claro to,0
1º País Mundo proibir islão fechar mesquita,0
fimdesemana caravana andar 10 Fev VILA REAL 11 Fev COVILHÂ Bilhetes FNACbilheteira,0
plot twist cerimónia escrever George R R Martin,0
2 golo respetivo jogada prova Benfica claramente levar colo Taça Liga,0
Zivkovic pequeno maravilha,0
Estimar idade argumento refutar falar fato lógico verdade,0
convite préestréia documentário coprodução Coopas Canal,0
pensar íntegra sentimento consigo essência,0
Estocolmo capital violação mulher andar medo mudar hábito vida Welcome Rapefugees,1
aguardar algum pedido c burca ser Mulheres usar deserto haver tempe,0
cansado palavra homofobia racismo gordofobia feminista querer voltar pro ano 90 ouver,0
LANÇANDO MARCA CAMISETAS ESPECIAL PRO BELA OPÇÃO PRA PRESENTEAR,0
ler preço MURO fronteira custar governo esperar inicialmente ain,0
sentir jundiaiense pra faculdade perguntar coxinha frango mulher faltar chamar burra dizer,1
dúvida SIC Desafio TVI balde ácido retina,0
orgulhoso filha Ivanka Abusada maltratar mídia manter cabeça erguir,1
