mensagem,odio
"Vocês ñ entenderam ainda né, vcs são comunistas e isso vai acabar.",OFF
USER Ainda bem q não botaram a tag ridícula que subiram kkk,OFF
"RT USER: Esse cara é um monstro, um psicopata. É assim que esse delinquente diz que defende as crianças??? Pegar um menino indefe…",OFF
USER USER Esta tan idiota que se hecha de enemigo al país vecino por eso y por andar ayudando socialistas,OFF
"USER NO SPAR, CARAI???!!?? Deixa essa Jojo de dentro sair!!! Larga o doce JoJo!!!!",OFF
"Mano n dá Hoje o dia foi estressante Briguei Fiquei triste Minha mente está perturbada agora... Perdi meus amigos,perdi tudo Mano,eu sou idiota talvez?",NOT
RT USER: USER te sento a vara gato baitola,OFF
"USER USER é uma hamburgueria não uma escola, pai que precisa de uma hamburgueria pra educar filho é um pai vagabundo ou não é pai.",OFF
"cara, dedo quente nesse cu gelado foi ótimo vei, ri pa caralho!!!!",OFF
USER pintadas . estamos velhos mas nao morremos USER contiinua mas Os corruptos q comen na mão do Maia vão ser preso fora USER,OFF
"USER A questão não é ideia ruim, depende da sua ideia, oras. Se for uma visão sem noção tipo esse Monark, não torna estuprador, mas uma pessoa de caráter MUITO duvidoso, afinal, a partir do momento que se permite um partido Nazista, o nazismo deixa de ser um crime! Imagine esse discurso com estupro, defender partido de estuprador, você defender isso sabendo que automaticamente o estupro iria deixar de ser um CRIME, o tornaria uma pessoa desprezível e MUITO sem noção! Afinal defender a liberdade deles não faria que parassem de estuprar, eles perderiam o medo de fazer isso, afinal, não é mais CRIME, né? Podem sofrer represálias morais mas não podem ser punidos por isso 😍 É brincadeira que vocês não consigam enxergar o absurdo dessa fala, USER. Você não seria um estuprador, mas seria merecedor de toda represália, desprezo e consequência por falar uma coisa tão sem noção que iria aparecer pra milhões de pessoas.",OFF
USER AMEM SEU FILHO DA PUTA TAVA QUASE INDO TE FALA ISSO,OFF
RT USER: Aonde vcs estavam. Incompetência de parasitas dinheiro público URL,OFF
USER Já quero que alguém dê um cala boca nesse mendigo fudido chato do caralho,OFF
vou ficar comentando que nem um retardado nos videos que eu ver no tiktok,OFF
Kkkkkkkk o cara é maluco,OFF
"Ave maria, fico tão puta de ler os comentários sobre qualquer coisa da Lorde, como essas bicha do Twitter são cafonas.",OFF
"Quem lacra, não lucra USER",OFF
""" A diferença se faz no amor gostoso.... Não adianta ser esbelta, porém "" egoísta no sexo, isto é, esperar que o homem faça somente a mulher gozar, sem haver reciprocidade da mesma. É o que não falta, mulheres egoístas na cama.",OFF
USER isso sim que USER são...MIL MIL vezes canalhas....emboscando criancinhas !!! Se a familia dessas crianças tem parentes gays o que o resto tem haver!!! Criança aprende e segue os pais.... se os pais são gays ele provavelmente será isso não é um ciclo natural das coisas .... Pode ter plena certeza que meu dinheiro e o da minha familia USER jamais terão denovo!!!!!! NUNCA MAIS!,OFF
"Se é louca não tenho inveja de lixo não senhora, e se esse USER chegasse perto levava logo uma voadora",OFF
achei de péssimo tom o algotimo me dar um spoiler ENORME de bridgerton. vai tomar no cu,OFF
USER USER veio corno,OFF
KKKKKKKKK aprende a escrever e depois venha discutir.,OFF
USER USER Roy estas cagao más bien tú eres el que tienes chance de salirte del pacto diabólico y te pongas a sembrar yuca rata de alcantarilla,OFF
"USER e a taylor dando as costas pra selena pra andar com esse tipo de gente, vaca interesseira se fosse o contrário os swifties iam cair matando",OFF
">>27053a ucrânia é uma mistureba de vários grupos com interesses diferentes, a situação lá meio que continua por continuar, é mais pra afetar a geopolítica da região. já vazou até plano sionista de fazer um estado por lá, relembrando a khazaria. porra, recentemente vazou até plano de estado moedinha na polônia, esses ingratos nem pra reconhecer que os polacos abrigaram eles durante séculos",OFF
USER era mtt arrogante USER,OFF
USER mlk que dois maluco arrombado mental namoral,OFF
eu já tive uma prova com a professora de geografia 3 anos atrás e as provas dela são muito difíceis mano fodeu,OFF
"USER E falar de nazismo é tabu sim! Só o USER matou cerca de 20 a 40 milhões de soviéticos... E tem gente que fala ""USER matou foi pouco"" e os hipócritas ficam caladinhos. Aí o USER abre a boca, todo mundo já quer cancelar... O nome disso é *USER*",OFF
"Fora fumador de Droguinhas, só apresenta o Flow bêbado e chapado.. aí começa a falar Bosta..",OFF
Ainda bem que teve uma organização pra dar cabo do nazismo: o exército vermelho soviético. Nunca se esqueçam. Vamos matar os nazistas novamente. Abram os olhos.,OFF
USER USER USER Mano vai se fuder some daqui peste não vou te dar meus cigarros e meu whisky tbm fdp,OFF
"incrível como uma pessoa pode fazer a gnt odiar uma música, pqp",OFF
USER tá acompanhando o USER de Carvalho em. Agora só falfa o USER ir no flow. Ai seria foda,OFF
"USER só fala b0st4, grita igual maluco, totalmente sem noção",OFF
Globo lixoooo,OFF
USER bando de canalhas,OFF
"USER Um vagabundo ladrão desse roubou a Petrobrás e até hj pagamos por isso, vem agora com essa.",OFF
Dar risada de si mesmo: USER ! Rir das cagadas alheias melhor ainda ...,OFF
"Segundo o canal USER, essas falas muito bem explicadas com requintes de detalhes, como ele disse: andei cinco passos, girei 360 graus e etc. Isso é sinal de mentira. Pra mim, ele aproveitou de uma carência dessa mulher e a ganhou na lábia. Pode ser que hoje ela se arrependa do fato e ele também não assuma que a conquistou. Carência é foda!",OFF
O audio esta péssimo Léo,NOT
USER Ladrão Canalha,OFF
USER assistiu essa fazenda? querer comparar jojo com karol é sacanagem,OFF
USER da Silva USER A maconha atrofiou o cérebro do Monark!,OFF
USER USER ate pode enganar ludibriar manipular mas hoje em dia ta cada vez menos não com cordo com esse presidente mas vocês são um lixo que o USER sustenta lixo pior que lixo,OFF
USER USER mas eu comecei a falar de processo? além de racista agora ces sao cego?,OFF
"USER é um completo imbecil, USER",OFF
"agora ela tem que sair no meio da chuva pra atender os sem noção, ah não fode porra URL",OFF
USER odeia esse mendigo 😂😂😂😂essa e a única verdade,OFF
"USER Pero que payasa la ridícula que puso esos posters, acaso es esa mujer la que está casada?",OFF
USER Eu quero saber da libertadores paulista já tem 30. Essa porcaria de campeonato só vai atrapalhar.,OFF
"Eu não tô bem não, de saúde tbm, mas depois de ver o show do Jão, da Doja e da Miley eu tô chegando rando feito idiota no canto do quarto pensando no quanto eu queria estar vendo esses shows ali, ao vivo, pulando, gritando, sujando tudo de barro😭",OFF
"Preciso dormir mds, ansiedade eu te odeio",NOT
Essa mulher é chata Deus que me livre!!!Thaíse é insuportável...,OFF
Pero cuál es el odioooo? Por qué me bloqueaaaas? JAJAJAJAJJAJAJAJAJJA,OFF
A USER ela acha que pode mandar em todo mundo a me poupe querida manda na sua vida não da dos outros pareçe que e louca doida eu em morar com uma pessoa dessa se não aguenta nem 2 dias,OFF
"USER vai acabar engolindo a língua ,e tomará que essa USER ache o dela logo isso é se os baba ovo acordarem mulherzinha otária ela acha que tá no morro dela ah se eu sou o USER",OFF
USER anda para aqui burro,OFF
O misto quente falando merda mais uma vez 😴 URL,OFF
USER isso em esses monstros matavam a filha na vdd USER é quem tá fechada pra sempre,OFF
"USER A tua canalhice é muito maior que a tua insignificante figura. Vai trabalhar em prol do Estado que te elegeu. Não perca tempo, perdendo tempo com ações que não vão progredir. O Amapá precisa de um político que trabalhe em seu benefício e não em benefício próprio!🤮",OFF
Todo lunático tem seus seguidores lamentável em meio a essa pandemia aonde estão morrendo tantos esse lunático não ve o'que o mundo todo esta passando!!!,OFF
USER mamsmwkwkwkwkakw te odeio,OFF
"USER USER, pena que tanta gente cabeça de ovo esteja perdendo tempo entrando aqui só para dar dislike no video, gente aceitem o USER é ótimo e nenhum boicote ridículo de whats vai mudar isso, os gays estão aqui e nada nem ninguém vai mudar isso! Podem até encher o USER de dislikes mas não muda nada na vida de ninguém! USER isso na cabeça e vão viver suas vidas, ta chato já essa historia de tentar agir como se fossemos algo para evitar ou para se esconder! Os gays não interferem na vida de ninguém então parem com isso.",OFF
"😳, mano a questão nem é sobre ser gay ou trans etc, o problema é usar crianças que USER deviam nem saber questões relacionadas a sexualidade, sim, devemos respeitar quem é, mais cada um no seu tempo pqp",OFF
Esse canal deveria ser banido do ar!,OFF
USER É uma tapa na cara do USER esse homem estar livre e indo a tudo quanto tipo de evento sem sequer ser importunado. É uma vergonha aceitarem toda a blindagem que estão fazendo nele. 🤢🤮🤢🤮,OFF
USER lei d merda prisão perpétua,OFF
USER USER Apareceu o aproveitador de cliques. Ou será q é o da turma do clareamento anal.,OFF
"USER USER vc não gosta de futebol, gosta de mamar político, seu lugar é outro.",OFF
"USER Dice Clau que la constitución le importa 3 hectáreas de camote, que la ley se hizo para romperse y que ella hablará lo que quiera por sus pinches tamaños. Pero eso si, enciende tu auto el día que no circulas y te caerá todo el peso de la justicia, maldito delincuente.",OFF
Seu corpo é ridículo vá emagrecer que é melhor,OFF
"USER USER USER, A CULPA TAMBEM É USER VOCES! FORA TODOS OS ESQUERDISTAS! Eu USER A USER LUBERDAUSER USER ESCOLHER O PRESIUSERNTE DO MEU PAÍS!",OFF
Seu merda,OFF
USER Me paso a decirte: Imbecil! 🙂,OFF
"USER Num fode porra, momento lindo é o Caralhooo. Deixa de ser mongoloide!",OFF
ah bolsonaro vai tomar no cu na moral que homem infernal facada mal dadaaaa,OFF
"Só quero saber uma coisa o presidente de vocês não prometeu acabar com beijo gay na Globo,olha boticário fez comercial natura agora burg USER isso aí não era na época do PT",OFF
odeio o ts3 nao pode nem ficar horas distradinha jogando que essa porra nao salva,OFF
USER o burrao nem pra olhar foi embora,OFF
Esse ser abjeto que matou esse rapaz covardemente deveria ser enjaulado e banido definitivamente do convívio humano!! URL,OFF
"RT USER: Tua vida ta uma merda por que tu só fala da vida dos outros, é simples, o pouco que nos tem vagabundo cresce o olho, ativida…",OFF
USER dos Estados USER na rampa ? Somos agora colônia dos Estados USER . Para está presidente IDIOTA SIM!,OFF
Incrível como uma pessoa consegue cagar em tudo né... Pode ser até o fim do flow por causa de um maconheiro alcoólatra.,OFF
tadinho olha a cara do cachorro mano kkkkkkk,NOT
"Vou tirar foto com um cara me chifraria na primeira oportunidade, e que expusera em rede nacional como ele fez isso 🥴 EU ODEIO CORNO URL",OFF
"Odeiooooo que falem coisas que eu não fiz , tnc",OFF
JUEPUTA NO TUVE AL PUCHITO DE FRENTE MARICA.,OFF
"ele nem parecer ser morador de rua, sinceramente ele é formado em portugues concerteza ate pq o bixin que fala bem viu👏👏👏",OFF
">>62922não entendi merda nenhuma, você está com ciumes porque ele não quis falar alguma gíria regional de putaria?",OFF
A Globo criou esse monstro!,OFF
"O cara vai ficar marcado por essa besteira, eles seriam muito criticados se deixassem ele, mancharia a imagem da empresa, desligar ele do flow é a escolha correta, a empresa vem sempre em primeiro lugar",OFF
o corno tá puto,OFF
"Esses preconceituosos de merda, continuem assim Boticário.",OFF
USER USER emissora medíocre deixa o presidente terminar o seu mandato em paz.,OFF
"Quero ver se vai ter vaga no CTI e respiradores para tantos idiotas... Não falo de Política,falo de vida ou morte",OFF
Bem feito lógico nada justifica ter esfaqueado mas ele é uma covarde USER né gente olha como ele trata as mulheres,OFF
"Que comercial LIXO, lixo lixo lixo",OFF
"Sabe o que e safadeza minha senhora?? UMA PESSOA SER MORTA A PAULADAS SÓ POR SER QUEM E! sabe o que e safadeza minha senhora ?UM PAI ESFAQUEAR UMA CRIANÇA DE 8 ANOS SÓ PELO FATO DELE LAVAR USER sabe o que e safadeza minha senhora??a resposta e não!!!as crianças só estão sendo ensinadas a respeitar,ai não tem ninguém obrigando elas a NADA",OFF
USER USER fala de um bolsominion arrependido!!!,OFF
"USER Teria Que Te USER a Muitos Flows, Agora ele Vai Sair no Pior Momento Possível Por Causa de um Erro Desgraçado Que Foi Pior Que Todos os Outros Agora Ele Vai se Lembrado Como Apoiador/a Favor Do Naz e Odiado Como Sempre Porém Com Esse Ódio Vai se Direcionando ao Seus Amigos e Convidados Que Compareceram no USER Imagem do Flow Foi de Um USER USER Para Apresentar idéias e USER de Outras USER Para Apologia ao Naz USER...",OFF
gente quando o USER leva a bela pra cama que eles descobrem que a bela esta gravida como ela engravidou se o USER esta morto e não produz esperma para fecundala,OFF
USER Sempre é USER querer falar em Deus tentando pregar alguma coisa. Ela é a rainha da chatisse,OFF
Gente plmds parem de falar da obesidade dela mds cara ela sabe oq fazer assistem o vídeo sem ficar comentando da saúde dela plmds.... USER USER podem avisar... Mais gente n USER sempre que USER podem ela sabe oq fazer mds... Aprendam mais oq fazer,OFF
"USER USER? ""aquele cara do vídeo que está rodando não sou eu""???? tô na metade do vídeo e já tá estranho... Ser articulado e morador de rua, não o faz inocente USER não galera.... aquelas filmagens então, que o cara bate em um outro que sai pelado de dentro do carro não é ele? Então pq ele tá dando entrevista e tudo mais, caramba???? O carro é branco e é ele no vídeo sim... essas incoerências já deixam muitas dúvidas. Ah.. e logo esse cara sai pra vereador... O jeito ""emotivo"" e ""romântico"" que ele fala, conquista os idiotas.. só ver os comentários aqui.",OFF
Tudo culpa da cachorra da karina essa vagabunda URL,OFF
"USER A diferença é que em 2018 o sentimento anti PT era gigante, graças ao péssimo governo desse desgraçado o PT ganhou força, ele fez tudo que podia para salvar a família de bandidos e por tabela ajudou Lula, aí esse velho ladrão de 9 dedos vai voltar com um sentimento de vinganca",OFF
tomara q vc se aliste passe e va pra guerra seu vagabundo do caralho,OFF
USER PIRATAS DO CACETE AKSKDKDJJDJDJJXJSJSJSK,OFF
USER Depois sempre dão uma de coitados. Senta o processo nestes parasitas de faculdade.,OFF
Sem noção essa jojo ela pensa oque?que é a dona da razão? E da casa ? E que pode gritar com os participantes? Sai pra lá barraqueira !!!tu não ta falando com teus nego não bonita! !!! Parece que estão com medo dela po e a USER botando pilha não tem coragem de encarar e depois só faz drama !!!! Tu vai vazar colega!!!!,OFF
"USER USER é linda do jeito que USER é, o mais importante é que se aceita e é feliz assim... O mundo ta cheio de mente podre por ai.. 👏👏😍",OFF
USER ta bom minion! Você tem toda razão kkk vou nem discutir!!! Você é mais um humano o qual me referi❤😘,OFF
"Gente coitado ele realmente é burro , dá até pena.",OFF
Burro,OFF
"odieeei,que cara mais sem graça.",OFF
vergonha imagina o que seu filho vai falar,OFF
USER propaganda maiis lixo,OFF
"USER USER USER Kkkkkkkkkkkkkkkk Aí que machinho escroto vc… o filho n foi feito por uma pessoa só, babaca. Muito mais fácil falar p mãe virar pai e mãe do que apontar o erro de um macho e mandar virar homem e assumir as responsabilidades. Me poupe, banana",OFF
q coisa nojenta nos temo filho nao queremos q ele ver isso.,OFF
"ja comeu cu ? — já msm, mas e difícil achar uma que dá o precioso kkkkkk URL",OFF
USER USER Hoje é esse lance que vc falou. Vagabundo volta e te mata te acertando pelas costas. Melhor engolir sapo e ir pra casa.,OFF
"As vezes pessoas deixam escapar pessoas e nesse caso a sorte em suas vidas por motivos idiotas, ai foi o caso!!!",OFF
"O USER não mentiu! A USER pública brasileira é um desserviço. A estrutura das escolas são medíocres, a dinâmica é terrível, o ambiente só te deixa entediado e nem um pouco empolgado. Nem laboratório de ciências, pra aplicar a disciplina com decência, tem em todos os colégios.",OFF
Pra quem não sabe o USER si fudeu mais uma vez com este Bolsonaro,OFF
Convidem o brasileiro judeu que escapou do nazismo,NOT
"rt USER sei de tudo mas me faço de desentendida sempre, só pra ver até onde a cara de pau vai",OFF
"""virou briga de casal"" não me diga uma coisa dessas na dupla most likely de ser queercoded mas q tem um age gap fudido",OFF
"RT USER: Lo que ha hecho es el ridículo. Antes de dicha reunión ya podía hacer lo que ya han hecho en Europa. Pero claro, si baja los…",OFF
Você é linda😍 USER😂👏👏👏,NOT
USER NÃO TEM VIDA SEU PEIDO DO CAPETA ! USER,OFF
"O USER fez uma cagada, falou demais. O USER USER é racista, mas falou demais de um tema sensível. Será que USER tinha como mantê-lo no flow, mas afastado por um período de tempo???",OFF
rt USER coitada da mina q teve a bunda reduzida kkkkkkkk URL,OFF
"USER USER USER USER TENHO UM POUCO USER MEDO USER USER USER USER USER ALGO TAO USER USER USER,O TEMPO USER FALANDO USER USERUS... ONUSER TEM A USER,USERO USER ENFATIZA O TEMPO USER,NAO USER O NOME USER USERUS O TEMPO USER. ME PARECEU UM TANTO USER E USER.",OFF
"USER os fãs do Arthur são pessoas q não deveriam estar no Twitter, ou são as crianças ou as velhas q ficam nessa cegueira por um bunda mole mimizento do Arthur....",OFF
"USER BOM!!!! A-DO-REI!!!! e olha que fui uma das retardadas, ""virgens de pensamento"" que gritou pelo Jacob sem camisa!! USER USER!!!!!",OFF
"""meninas, antes de me odiar.."" os menininhos também estão te odiando. E esse filme é uma ""merda"" mesmo, USER, acho que merda é mais digna que esse filme. Cara você é foda !",OFF
psicopatas suicidas atrás de um louco bipolar aff,OFF
USER USER carai kkk,NOT
"e já vou avisando vou mandar tomar no cu todo mundo que vier falando ""a mas eu preferia antes""",OFF
USER USER USER USER Este imbecil do Pablo votar está apoiando um grande ditador o Mula! Mula odeia democracia e LGBT e todos sabem! Quem apoia corrupção e injustiça é cúmplice! URL,OFF
"O USER matou mais que o Nazismo, né, Professor?!",NOT
"youtube.com/watch?v=oNRGPfSyo7­Y USER, grande dabate sobre pedofilia",NOT
"USER não é burro, ele não ia deixar a ferida exposta por muito tempo.",OFF
o gnt to um sururu do caralho hoje,OFF
"eu to muito na seca, pqp",OFF
Ridícula!! Exagerou.,OFF
RT USER: mas não ela quer anarquizar ela quer barbarizar ela quer dominar ela quer ser a bichona ela quer ser a que não deita ela que…,OFF
"Ai sua liberdade de expressão. Voce nao foi censurado, foi apenas punido de acordo com a merda que USER disse apoiado na liberdade. USER acompanho faz tempo, desde videos de jogos, é claro que USER não é nazista, mas errou feio a forma que quis expor essa ideia. USER comentei em varios outros podcasts, aonde USER USER disse merda, estando ou chapado ou bebado que uma hora ia dar ruim. Infelizmente USER deu...",OFF
USER USER Boiolice me dá nojo,OFF
A leitura de outside do Cara é uma merda. Nada a ver com quem está dentro da política em algum cargo eletivo ou com quem está longe da política.,OFF
USER É por essas e outras que dizem que o jovem só faz merda.,OFF
Literalmente existe a merda Partido USER do Brasil desde 1962 e USER fala nada,OFF
rt USER puta que pariu papai 👀🤫😍 URL,NOT
Um matou os pais. E liberado pra comemorar os dias pais🤔 outro matou a filhas e liberado pra comemorar o dia das crianças. 🤦‍♂️🤦‍♂️USER lei e esse é uma vergonha. Então o cara USER mata a namorada vai ser liberado pra comemorar o dia do namorado e isso mesmo. País podre lixo 😡😡😤😤,OFF
RT USER: ESSA MULHER É FODA DEMAIS!! ELA DEVERIA SER EXEMPLO PRA TODAS AS. MULHERES NO MUNDO! URL,NOT
porraaaaaaaa vai tomar no cu caralho 💀💀💀💀💀 URL,OFF
USER USER USER DEUSA PRA CARALHOOOO! VOCÊ SABE QUE VENCEU AMOR. ❤️❤️❤️,NOT
"USER Ve a chingar a tu madre, perra violadora de la ley. Es más que elncacas te acompañe ya que tanto te encanta lamerle el escroto.",OFF
hahahhahahahh se eh muito foda,NOT
lollapalooza é coisa de arrombado.,OFF
Tem criança aí que não aprendeu nem a limpar o rabo ainda e vocês querem por para opinar essa questão aliás opinar não ler o texto que vocês podres criaram,OFF
"o vídeo tem uma certa piada, mas sem nenhum fundamento relativamente á historia, até porque a personalidade e o aspecto dos vampiros e dos lobisomens é muito relativo, existem centenas de historias e em todas USER, os vampiros e os lobisomens são diferentes, é a mesma coisa que comparar o Van USER com o Underworld, um bocado estúpido digamos.",OFF
USER USER chama ele de corrupto kkkkkkk vc é um desprovido da massa encefálica,OFF
"Oh meu Deus, esse moço acha que o povo brasileiro são bestas para eleger uma pessoa que acabou com a dignidade da justiça brasileira e com a economia ajudando eleger o pior presidente de nosso país.",OFF
que odioooo,NOT
VAI SE FUDER ODEIO SER POBRE QJERIA IR NO LOLLA,OFF
essa é a culpa de gente precioso ( aceitação) a pessoa e gorda tem preguiça e usas essa palavra pra tudo .,OFF
"USER Jornaleco lixo. A ""cantora"" tem uma benga no meio das pernas. 🤦🏻‍♂️",OFF
USER POIS VAI TI FODER,OFF
"USER de comentarios de gente babaca sem um pingo de empatia expondo a mulher desse jeito. Esse cara é um babaca de expor uma mulher assim (Não disse babaca por meter nela, mas expor) qualquer que fosse a mulher, o cara falar isso é babaca demais. e tem palhaço para chamar o cara para deputado.",OFF
"USER USER é vcs mesmo que vão se foder, quem vai ficar vivo pra viver a merda vai ser vcs kkkk, se fodam",OFF
Tem que da um tiro no PEITO de cada USER da Puta desses responsáveis! USER USER pode esperar que a USER divina vai te cobrar o preço pelo oque aconteceu!,OFF
Essa globolixo não toma vergonha na cara!!!,OFF
HASHTAG está de volta com uma edição que ninguem pode perder. Quem quer trolar o pastor + ladrão do Brasil? USER?,OFF
USER CORNO NÃO VAI PASSAR PELA PORTA,OFF
Quando vc bebe e fala besteira... USER coloca para fora um preconceito que está em vc.,NOT
"A crueldade do descaso, não por acaso vemos cada vez mais desastres, esse bando de canalhas do governo federal não faz nada pela dignidade e aposta em pautas morais. Não há moralidade sem dignidade. URL",OFF
Essa USER é uma atriz de meia tigela.. 🙄 USER de Carlinhos USER mesmo.,OFF
a sofia vergara loira dnv... vey eu to fanficando demais q a evelyn hugo vem ai (e vou tomar no cu pq ñ vai ser ela URL,OFF
O problema é que aparentemente ela tem problemas mentais,OFF
"Se uma conversa minha entre amigos fosse gravada eu pegaria pena de morte, ou pior kk",NOT
"USER URGENTE jovens de todo Brasil, falem para seus pais que os traveco apoiam o Lula",OFF
USER merece está na merda mesmo. USER o USER nessa hora? ...,OFF
USER El puto amo,OFF
"se eu não estivesse bêbada, não teria nem chegado perto daquele babaca de merda putaquipariu",OFF
USER USER USER USER USER O mandamento é a sedimentação da moral cristã que conduz as ações no dia a dia e é não matar ng amigo. Não é não matar quem em convém e matar quem eu tô afim. Tanto é que Jesus voltou pra salvar o mundo dos pecados que os homens vinham cometendo pra cacete,OFF
como é q a mãe dele vai morrer virgem? .... kkkkkkkkkkkkkkkkkkkk mega fail!!!!!!!,OFF
"Acham que podem mandar qualquer coisa que a gente tem que engolir seco, eu as vezes respondo assim também Gente sem noção kkkkk URL",OFF
"Não adianta tirar o título para tira o Bozo, para votar em outro abjeto e bandido. Seja progressista, vote no candidato progressista que não seja ladrão! Seja conservador, vote no candidato conservador que não seja ladrão!",OFF
"USER USER, vampiros vampiros. kkkkk' para Sam, que ridiculoo haha!",OFF
USER USER tem vida seu peito do capeta,OFF
"você pegou pesado , errou feio, da próxima leve seu trabalho mais a sério e vá sóbrio. partido nazista no Brasil, ? foi a merda dita do ano",OFF
"USER USER! TODA USER A DE USER É USER!!! USER USER CHOLA MAIS USER USER... USER DA ""FAMÍLIA USER USER USER",OFF
É uma covardia enorme fazer isso com crianças,NOT
gente ele simplesmente sumiu tipo desapareceu e eu quero que vá pra puta q pariu tbem,OFF
o filme é péssimo,NOT
odeio a sofia puta vagabunda,OFF
"o talento que o bolsonaro tem pra flexão é o mesmo que tem pra , finge que faz, a galera finge que acredita. os puxa-saco ://",OFF
Gente que juíza mais incompetente,OFF
USER USER Devolve os Bilhões que vc e seu filhos roubaram que o povo vai poder ganhar. Lula ladrão,OFF
"Mano o povo gosta que seja ignorante , por isso eu mando pra casa do caralho mesmo 🤬",OFF
USER USER EU SO BURRA PERDÃO VO APAGA NGM AVISA NADA NESSE CARAIO TBM,OFF
RT USER: POLÍTICOS CORRUTOS DEVERIAM APODRECER NA CADEIA. POR CAUSA DELES MORREM MILHARES DE PESSOAS POR FALTA DE RECURSOS. ELES…,OFF
"USER é sem personalidade, fala tudo ensaiado… parece um robô.",OFF
FICO ME PERGUNTANDO Q MERDA A PESSOA TEM NA CABEÇA PRA VOLTAR PRA UM RELACIONAMENTO FUDIDO? PQP EU FICO INDIGNADA COM O TANTO Q EXISTE MINA TROUXA QUERIA Q TODAS ENTENDESSEM A MERDA DE RELACIONAMENTO Q TÃO E A PESSOA LIXO DO LADO DELAS,OFF
"USER Caralho mano eu ia mandar um vai tomar no cu mas ai lembrei do meme, por um momento meu sangue subiu e olha que nem sigo vc foi tt da Iza",OFF
Quem acha ele mais foda com o antigo óculos da joinha !,NOT
USER USER صناع الوهم,NOT
RT USER: Marra saliendo a decir que banca los indultos a los genocidas. Morales puede hablar 500 veces más hasta las elecciones y no v…,OFF
USER Si pendejo hipocrita despues que politizaste la sangre venis a dar pesames como todo mierda que sos tu tata no te enseño nada de nada,OFF
USER. USER QUE USER USER E AINDA PEDIR DESCULPAS PARA HIENAS SEDENTAS DE SANGUE.,OFF
Pra cima da vagabundagem corrupta,OFF
david pq vc será um baitola todos sabemos que vc é um merdinha,OFF
USER saber se o USER concorda com essa merda de saidinha,OFF
Essa Palhaçada tá no ar ainda que desrespeito em burgue King se fosse um governo digno tiraria isso do país 🐂🐂🐂,OFF
"Para não acontecer algo parecido de novo, tira as bebias e as drogas do programa, ate pra convidados, levem a sério o trablho. Se não pode acontecer de novo com outro maluco",OFF
"Se renderam ao cancelamento, triste. Ficou na cara que o USER nem sabia da gravidade do que disse, infelizmente falou uma merda absurda por pura ignorância, enfim, os esquerdistas pedem uma boa bala, uma boa cova e um bom caixão para a direita e nada ocorre, mas por uma fala enquanto bêbado e deixando claro não ser sobre mortes e sim quanto a liberdade de expressão. Triste!",OFF
"""foda-se""",OFF
USER kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk eu sou retardada eu acho,OFF
USER e perfeita muita linda😍,NOT
"USER, você mandou mal, acredito que trabalho não deve ter bebida nem droga, aí USER solta uma merda dessas e culpa a droga e não deixa ela... Vê se acorda e muda sua vida de vez, você não é nazista, isso é claro, mas USER sendo um cara conhecedor da profundo cenário do cancelamento comete este erro, era melhor não falar o que não sabe, tivesse estudado antes o assunto. Agora já era infelizmente.",OFF
USER USER lixo. O USER somos nós.,OFF
"USER O fdp vagabundo começou a campanha em 2018 e continuou durante seu mandato. Bozo nunca desceu do palanque e agora quer reclamar de uma artista que faz falas pró-Lula?! Vai tomar no cu, miliciano!",OFF
"USER USER USER vão elogiar as mães de vocês, porra.",OFF
USER USER USER USER USER Irmão o CEO do flamengo é dono Só do Memphis Grizzlies e do Swansea City da Inglaterra. Se tem uma coisa que esse cara tem é dinheiro. Tu pode falar que ele é mão de vaca agora pobre tá de marola. E digo mais nenhuma org do BR tem mais dinheiro q esse cara kk,NOT
"camilly sumiu, puta vagabunda arrombada mundrunga",OFF
"USER tejando Resumindo: no video ele diz q mtos vao morrer de covid-19 mas no mesmo video ele nao diz nada sobre seus fãs se aglomerarem, e a pergunta é: USER ele quer afinal alem de dinheiro?morte de pessoas que ele nem conhece?",OFF
"USER USER Fora Bolsonaro pra que ? Trazer novamente o maior ladrão 171 do país Lula e a sua gangue ? Os quais afundaram o nosso país na lama, assaltaram e depenaram os cofres públicos e as estatais nos esquemas multibilionários do Mensalão, Petrolão, Eletrolão, Correios, Pré Sal, BNDES URL",OFF
USER Ridículo el capi,OFF
USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!USER USER USER!,OFF
USER USER Ficou putinha 🤣🤣🤣,OFF
eu com a porra da física URL,OFF
E desde quando cidadão comum dá tiro em quem tem opinião diferente???? Isso aí é USER!!! Vítima é que não pode ter arma pra se defender no Brasil!!! 😠,NOT
"no soy del todo inutil , sirvo de mal ejemplo.",OFF
USER USER ai é foda,OFF
Jumento psicopata e seu rebanho...,OFF
Acabou pra vc USER,NOT
porra todas as sapatão da pg se conhecem loco,OFF
USER Na pqp,OFF
"USER errou e errou e não apreendeu, USER ferrou todo estúdio flow pela sua ignorância",OFF
"KUCINGNYA CU BANHET, SAYANG DY TAKUT MANUSYA",OFF
